name,type,type_en,tags
frustum-plus,轮廓线,outline,"3d, pattern, abstract, geometric, shape, frustum, plus, add, more, increase"
frustum,轮廓线,outline,"3d, pattern, abstract, geometric, shape, frustum, geometry, form, figure, outline"
function-off,轮廓线,outline,"math, linear, statyscics, graph, function, off, calculation, equation, disabled, inactive"
function,轮廓线,outline,"math, linear, statyscics, graph, function, calculation, equation, mathematics, numeric, formula"
galaxy,轮廓线,outline,"universe, cosmos, nebula, astronomy, stardust, constellation, celestial, stellar, intergalactic, macrocosm"
garden-cart-off,轮廓线,outline,"gardening, conctruction, wheel, wheelbarrow, garden, cart, off, transport, travel, disabled"
garden-cart,轮廓线,outline,"gardening, conctruction, wheel, wheelbarrow, garden, cart, transport, travel, vehicle, automobile"
gas-station-off,轮廓线,outline,"fuel, oil, cars, vehicles, shop, distributor, gas, station, off, transport"
gas-station,轮廓线,outline,"fuel, oil, cars, vehicles, shop, distributor, gas, station, transport, travel"
gauge-off,轮廓线,outline,"car, dashboard, gauge, off, control, operation, disabled, inactive, function, interface"
gauge,轮廓线,outline,"car, dashboard, gauge, control, operation, function, interface, management"
gavel,轮廓线,outline,"justice, law, hammer, legal, auction, gavel"
gender-agender,轮廓线,outline,"identity, genderless, gender, agender, person, human, individual"
gender-androgyne,轮廓线,outline,"identity, intersex, feminine, genderqueer, gender, androgyne, person, human, individual"
gender-bigender,轮廓线,outline,"identity, female, bi, sexual, gender, bigender, person, human, individual"
gender-demiboy,轮廓线,outline,"identity, demimale, demi, gender, demiboy, person, human, individual"
gender-demigirl,轮廓线,outline,"identity, demiwoman, demifemale, gender, demigirl, person, human, individual"
gender-epicene,轮廓线,outline,"identity, genderqueer, transgender, gender, epicene, person, human, individual"
gender-female,轮廓线,outline,"identity, woman, girl, gender, female, feminine, person, human, individual"
gender-femme,轮廓线,outline,"identity, lesbian, gender, femme, person, human, individual"
gender-genderfluid,轮廓线,outline,"identity, indefinite, gender, genderfluid, person, human, individual, interface, component, widget"
gender-genderless,轮廓线,outline,"identity, unisex, gender, genderless, person, human, individual"
gender-genderqueer,轮廓线,outline,"identity, non binary, gender, genderqueer, person, human, individual"
gender-hermaphrodite,轮廓线,outline,"identify, intersexuality, hybrid, gender, hermaphrodite, identity, person, human, individual"
gender-intergender,轮廓线,outline,"identity, transgender, intersex, gender, intergender, person, human, individual"
gender-male,轮廓线,outline,"identity, man, boy, person, gender, male, masculine, human, individual"
gender-neutrois,轮廓线,outline,"identity, none, transgender, gender, neutrois, person, human, individual"
gender-third,轮廓线,outline,"identity, none, female, gender, third, person, human, individual"
gender-transgender,轮廓线,outline,"identity, ladyboy, lgbt, gay, homosexual, gender, transgender, person, human, individual"
gender-trasvesti,轮廓线,outline,"identity, birth, male, female, heterosexual, homosexual, gender, trasvesti, person, human"
geometry,轮廓线,outline,"build, architecture, create, compass, geometry, location, navigation, geography, place, position"
ghost-2,轮廓线,outline,"spirit, transparent, fairytale, horror, movie, shadow, haunt, ghost, entertainment, playing"
ghost-3,轮廓线,outline,"spirit, phantom, specter, apparition, wraith, shadow, poltergeist, entity, haunt, ethereal"
ghost-off,轮廓线,outline,"spirit, transparent, fairytale, horror, movie, shadow, haunt, ghost, off, disabled"
ghost,轮廓线,outline,"spirit, transparent, fairytale, horror, movie, shadow, haunt, ghost, entertainment, playing"
gif,轮廓线,outline,"file, format, animation, extension, filetype, gif, plugin, addon, module, component"
gift-card,轮廓线,outline,"coupon, present, voucher, shopping, birthday, gift, card, store, purchase, retail"
gift-off,轮廓线,outline,"present, birthday, celebration, wish, bonus, souvenire, surprise, gift, off, store"
gift,轮廓线,outline,"present, birthday, celebration, wish, bonus, souvenire, surprise, gift, store, purchase"
git-branch-deleted,轮廓线,outline,"code, version control, command, git, branch, deleted, versioning, repository, tracking, revision"
git-branch,轮廓线,outline,"code, version control, command, git, branch, versioning, repository, tracking, revision"
git-cherry-pick,轮廓线,outline,"code, version control, command, git, cherry, pick, versioning, repository, tracking, revision"
git-commit,轮廓线,outline,"code, version control, command, git, commit, versioning, repository, tracking, revision"
git-compare,轮廓线,outline,"code, version control, command, git, compare, versioning, repository, tracking, revision"
git-fork,轮廓线,outline,"code, version control, command, git, fork, versioning, repository, tracking, revision"
git-merge,轮廓线,outline,"code, version control, command, git, merge, versioning, repository, tracking, revision"
git-pull-request-closed,轮廓线,outline,"code, version control, command, git, pull, request, closed, versioning, repository, tracking"
git-pull-request-draft,轮廓线,outline,"code, version control, command, git, pull, request, draft, versioning, repository, tracking"
git-pull-request,轮廓线,outline,"code, version control, command, git, pull, request, versioning, repository, tracking, revision"
gizmo,轮廓线,outline,"system, network, tech, connection, gizmo"
glass-champagne,轮廓线,outline,"bubbly, celebrate, toast, sparkling, fizz, bubbles, party, celebration, luxury, drink"
glass-cocktail,轮廓线,outline,"mix, alcohol, drink, beverage, martini, shaker, refreshing, summer, beach, garnish"
glass-full,轮廓线,outline,"wine, cup, goblet, glass, full, meal, cuisine, eating, nutrition, culinary"
glass-gin,轮廓线,outline,"juniper, spirit, alcohol, liquor, distilled, drink, tonic, bitter, cocktail, botanical"
glass-off,轮廓线,outline,"wine, cup, goblet, glass, off, meal, cuisine, disabled, inactive, eating"
glass,轮廓线,outline,"wine, cup, goblet, glass, meal, cuisine, eating, nutrition, culinary"
globe-off,轮廓线,outline,"world, travel, journey, trip, planet, earth, globe, off, location, navigation"
globe,轮廓线,outline,"world, travel, journey, trip, planet, earth, globe, location, navigation, geography"
go-game,轮廓线,outline,"strategy, board, mind, game, go"
golf-off,轮廓线,outline,"game, ball, play, hole, club-and-ball, stroke, luxury, pitch, golf, off"
golf,轮廓线,outline,"game, ball, play, hole, club-and-ball, stroke, luxury, pitch, golf, athletic"
gps,轮廓线,outline,"navigation, directions, global, positioning, system, satnav, radionavigation, travel, car, gps"
gradienter,轮廓线,outline,"level, tool, measure, spirit, gauge, balance, plumb, survey, align, precision"
grain,轮廓线,outline,"dots, pattern, random, round, circle, nodes, grain"
graph-off,轮廓线,outline,"analytics, raport, statistics, chart, graph, off, disabled, inactive"
graph,轮廓线,outline,"analytics, raport, statistics, chart, graph"
grave-2,轮廓线,outline,"cementry, halloween, death, dead, tomb, grave, location, navigation, geography, place"
grave,轮廓线,outline,"cemetery, halloween, death, dead, tomb, grave, location, navigation, geography, place"
grid-3x3,轮廓线,outline,"layout, pattern, matrix, arrangement, gridlines, cell, structure, block, squares, grid-pattern"
grid-4x4,轮廓线,outline,"layout, matrix, pattern, gridlines, arrangement, structure, block, squares, four-by-four, grid-pattern"
grid-dots,轮廓线,outline,"network, pattern, layout, grid, dots, control, operation, function, interface, management"
grid-goldenratio,轮廓线,outline,"layout, pattern, matrix, arrangement, golden-ratio, cell, structure, ratio, gridlines, grid-structure"
grid-pattern,轮廓线,outline,"grid, mesh, net, line, pattern"
grid-scan,轮廓线,outline,"data, matrix, layout, pattern, dimension, analysis, structure, mapping, inspection, grid-data"
grill-fork,轮廓线,outline,"cook, cooking, bbq, meat, tool, grill, fork, meal, cuisine, eating"
grill-off,轮廓线,outline,"food, sasuage, beef, steak, bbq, cooking, grill, off, meal, cuisine"
grill-spatula,轮廓线,outline,"cook, cooking, bbq, meat, tool, grill, spatula, meal, cuisine, eating"
grill,轮廓线,outline,"food, sasuage, beef, steak, bbq, cooking, grill, meal, cuisine, eating"
grip-horizontal,轮廓线,outline,"picture, abstract, design, across, dots, drag, grip, horizontal, control, operation"
grip-vertical,轮廓线,outline,"picture, abstract, design, upright, dots, drag, grip, vertical, control, operation"
growth,轮廓线,outline,"seed, harvest, plant, tree, flower, grain, greenery, garden, growth, environment"
guitar-pick,轮廓线,outline,"music, instrument, melody, accesories, guitar, pick, interface, component, widget, control"
gymnastics,轮廓线,outline,"exercise, flexible, balance, strength, acrobatics, sport, routine, fitness, stretch, performance"
h-1,轮廓线,outline,"header, text, editor, h1, heading, typography, writing, font, character, word"
h-2,轮廓线,outline,"header, text, editor, h2, heading, typography, writing, font, character, word"
h-3,轮廓线,outline,"header, text, editor, h3, heading, typography, writing, font, character, word"
h-4,轮廓线,outline,"header, text, editor, h4, heading, typography, writing, font, character, word"
h-5,轮廓线,outline,"header, text, editor, h5, heading, typography, writing, font, character, word"
h-6,轮廓线,outline,"header, text, editor, h6, heading, typography, writing, font, character, word"
hammer-off,轮廓线,outline,"tool, repair, building, construction, hammer, off, disabled, inactive"
hammer,轮廓线,outline,"tool, repair, building, construction, hammer"
hand-click-off,轮廓线,outline,"gesture, touch, press, phone, finger, index, forefinger, hand, mouse, click"
hand-click,轮廓线,outline,"gesture, touch, press, phone, finger, index, forefinger, hand, mouse, click"
hand-finger-down,轮廓线,outline,"gesture, point, direction, indicate, signal, motion, guide, move, show, pointing"
hand-finger-left,轮廓线,outline,"indicate, gesture, point, motion, signal, guide, direction, leftward, show, indicator"
hand-finger-off,轮廓线,outline,"point, show, index, forefinger, body, human, palm, click, press, touch, mouse, pointer"
hand-finger-right,轮廓线,outline,"point, gesture, direction, indicate, motion, signal, show, guide, rightward, indicator"
hand-finger,轮廓线,outline,"point, show, index, forefinger, body, human, palm, click, press, touch, mouse, pointer"
hand-grab,轮廓线,outline,"hold, fist, drop, catch, hand, grab, touch, action, motion, interaction"
hand-little-finger,轮廓线,outline,"small, body, human, palm, hand, little, finger, touch, action, motion"
